"TOT_P","GRD_ID","CNTR_CODE","METHD_CL","YEAR","DATA_SRC","TOT_P_CON_DT"
21,"1kmN4183E4128","NO","A",2011,"NO","0"
7,"1kmN4183E4129","NO","A",2011,"NO","0"
1,"1kmN4183E4255","NO","A",2011,"NO","0"
10,"1kmN4183E4256","NO","A",2011,"NO","0"
24,"1kmN4183E4257","NO","A",2011,"NO","0"
18,"1kmN4183E4258","NO","A",2011,"NO","0"
110,"1kmN4183E4259","NO","A",2011,"NO","0"
8,"1kmN4183E4260","NO","A",2011,"NO","0"
2,"1kmN4183E4261","NO","A",2011,"NO","0"
1,"1kmN4183E4290","NO","A",2011,"NO","0"
12,"1kmN4183E4302","NO","A",2011,"NO","0"
2,"1kmN4183E4303","NO","A",2011,"NO","0"
5,"1kmN4183E4304","NO","A",2011,"NO","0"
10,"1kmN4183E4333","NO","A",2011,"NO","0"
7,"1kmN4183E4334","NO","A",2011,"NO","0"
12,"1kmN4183E4335","NO","A",2011,"NO","0"
1,"1kmN4183E4337","NO","A",2011,"NO","0"
7,"1kmN4183E4338","NO","A",2011,"NO","0"
1,"1kmN4183E4350","NO","A",2011,"NO","0"
24,"1kmN4183E4351","NO","A",2011,"NO","0"
20,"1kmN4183E4352","NO","A",2011,"NO","0"
50,"1kmN4183E4353","NO","A",2011,"NO","0"
71,"1kmN4183E4354","NO","A",2011,"NO","0"
95,"1kmN4183E4355","NO","A",2011,"NO","0"
4,"1kmN4183E4356","NO","A",2011,"NO","0"
23,"1kmN4183E4357","NO","A",2011,"NO","0"
17,"1kmN4183E4358","NO","A",2011,"NO","0"
14,"1kmN4183E4359","NO","A",2011,"NO","0"
97,"1kmN4183E4361","NO","A",2011,"NO","0"
218,"1kmN4183E4362","NO","A",2011,"NO","0"
82,"1kmN4183E4372","NO","A",2011,"NO","0"
56,"1kmN4183E4373","NO","A",2011,"NO","0"
32,"1kmN4183E4374","NO","A",2011,"NO","0"
26,"1kmN4183E4375","NO","A",2011,"NO","0"
27,"1kmN4183E4376","NO","A",2011,"NO","0"
12,"1kmN4183E4380","NO","A",2011,"NO","0"
42,"1kmN4183E4381","NO","A",2011,"NO","0"
17,"1kmN4183E4382","NO","A",2011,"NO","0"
189,"1kmN4183E4383","NO","A",2011,"NO","0"
31,"1kmN4183E4384","NO","A",2011,"NO","0"
24,"1kmN4183E4385","NO","A",2011,"NO","0"
20,"1kmN4183E4386","NO","A",2011,"NO","0"
13,"1kmN4183E4387","NO","A",2011,"NO","0"
19,"1kmN4183E4388","NO","A",2011,"NO","0"
32,"1kmN4183E4389","NO","A",2011,"NO","0"
30,"1kmN4183E4390","NO","A",2011,"NO","0"
232,"1kmN4183E4391","NO","A",2011,"NO","0"
6,"1kmN4183E4392","NO","A",2011,"NO","0"
40,"1kmN4183E4393","NO","A",2011,"NO","0"
1,"1kmN4183E4394","NO","A",2011,"NO","0"
60,"1kmN4183E4395","NO","A",2011,"NO","0"
15,"1kmN4183E4396","NO","A",2011,"NO","0"
8,"1kmN4183E4397","NO","A",2011,"NO","0"
2,"1kmN4183E4398","NO","A",2011,"NO","0"
2,"1kmN4183E4401","NO","A",2011,"NO","0"
14,"1kmN4183E4402","NO","A",2011,"NO","0"
30,"1kmN4183E4403","NO","A",2011,"NO","0"
3,"1kmN4183E4406","NO","A",2011,"NO","0"
12,"1kmN4183E4407","NO","A",2011,"NO","0"
1,"1kmN4183E4408","NO","A",2011,"NO","0"
3,"1kmN4183E4415","NO","A",2011,"NO","0"
16,"1kmN4183E4416","NO","A",2011,"NO","0"
20,"1kmN4183E4417","NO","A",2011,"NO","0"
4,"1kmN4183E4419","NO","A",2011,"NO","0"
44,"1kmN4183E4420","NO","A",2011,"NO","0"
26,"1kmN4183E4421","NO","A",2011,"NO","0"
62,"1kmN4183E4422","NO","A",2011,"NO","0"
32,"1kmN4183E4423","NO","A",2011,"NO","0"
14,"1kmN4183E4424","NO","A",2011,"NO","0"
8,"1kmN4183E4447","NO","A",2011,"NO","0"
6,"1kmN4183E4451","NO","A",2011,"NO","0"
36,"1kmN4184E4035","NO","A",2011,"NO","0"
2,"1kmN4184E4036","NO","A",2011,"NO","0"
91,"1kmN4184E4044","NO","A",2011,"NO","0"
22,"1kmN4184E4045","NO","A",2011,"NO","0"
21,"1kmN4184E4046","NO","A",2011,"NO","0"
26,"1kmN4184E4047","NO","A",2011,"NO","0"
28,"1kmN4184E4048","NO","A",2011,"NO","0"
61,"1kmN4184E4050","NO","A",2011,"NO","0"
23,"1kmN4184E4054","NO","A",2011,"NO","0"
4,"1kmN4184E4057","NO","A",2011,"NO","0"
123,"1kmN4184E4058","NO","A",2011,"NO","0"
48,"1kmN4184E4059","NO","A",2011,"NO","0"
12,"1kmN4184E4060","NO","A",2011,"NO","0"
1,"1kmN4184E4064","NO","A",2011,"NO","0"
45,"1kmN4184E4065","NO","A",2011,"NO","0"
20,"1kmN4184E4067","NO","A",2011,"NO","0"
64,"1kmN4184E4068","NO","A",2011,"NO","0"
2,"1kmN4184E4069","NO","A",2011,"NO","0"
2,"1kmN4184E4071","NO","A",2011,"NO","0"
1,"1kmN4184E4084","NO","A",2011,"NO","0"
14,"1kmN4184E4128","NO","A",2011,"NO","0"
23,"1kmN4184E4129","NO","A",2011,"NO","0"
1,"1kmN4184E4163","NO","A",2011,"NO","0"
1,"1kmN4184E4250","NO","A",2011,"NO","0"
1,"1kmN4184E4254","NO","A",2011,"NO","0"
15,"1kmN4184E4255","NO","A",2011,"NO","0"
7,"1kmN4184E4256","NO","A",2011,"NO","0"
28,"1kmN4184E4258","NO","A",2011,"NO","0"
7,"1kmN4184E4259","NO","A",2011,"NO","0"
4,"1kmN4184E4265","NO","A",2011,"NO","0"
26,"1kmN4184E4302","NO","A",2011,"NO","0"
24,"1kmN4184E4303","NO","A",2011,"NO","0"
9,"1kmN4184E4304","NO","A",2011,"NO","0"
2,"1kmN4184E4331","NO","A",2011,"NO","0"
36,"1kmN4184E4332","NO","A",2011,"NO","0"
22,"1kmN4184E4334","NO","A",2011,"NO","0"
9,"1kmN4184E4337","NO","A",2011,"NO","0"
4,"1kmN4184E4351","NO","A",2011,"NO","0"
42,"1kmN4184E4352","NO","A",2011,"NO","0"
6,"1kmN4184E4353","NO","A",2011,"NO","0"
40,"1kmN4184E4354","NO","A",2011,"NO","0"
135,"1kmN4184E4355","NO","A",2011,"NO","0"
4,"1kmN4184E4356","NO","A",2011,"NO","0"
21,"1kmN4184E4357","NO","A",2011,"NO","0"
21,"1kmN4184E4358","NO","A",2011,"NO","0"
60,"1kmN4184E4359","NO","A",2011,"NO","0"
152,"1kmN4184E4360","NO","A",2011,"NO","0"
14,"1kmN4184E4361","NO","A",2011,"NO","0"
36,"1kmN4184E4371","NO","A",2011,"NO","0"
27,"1kmN4184E4372","NO","A",2011,"NO","0"
28,"1kmN4184E4373","NO","A",2011,"NO","0"
9,"1kmN4184E4374","NO","A",2011,"NO","0"
3,"1kmN4184E4375","NO","A",2011,"NO","0"
20,"1kmN4184E4380","NO","A",2011,"NO","0"
42,"1kmN4184E4381","NO","A",2011,"NO","0"
23,"1kmN4184E4382","NO","A",2011,"NO","0"
161,"1kmN4184E4383","NO","A",2011,"NO","0"
58,"1kmN4184E4384","NO","A",2011,"NO","0"
44,"1kmN4184E4385","NO","A",2011,"NO","0"
9,"1kmN4184E4386","NO","A",2011,"NO","0"
20,"1kmN4184E4387","NO","A",2011,"NO","0"
32,"1kmN4184E4388","NO","A",2011,"NO","0"
22,"1kmN4184E4389","NO","A",2011,"NO","0"
23,"1kmN4184E4390","NO","A",2011,"NO","0"
54,"1kmN4184E4391","NO","A",2011,"NO","0"
14,"1kmN4184E4392","NO","A",2011,"NO","0"
27,"1kmN4184E4394","NO","A",2011,"NO","0"
10,"1kmN4184E4395","NO","A",2011,"NO","0"
3,"1kmN4184E4396","NO","A",2011,"NO","0"
11,"1kmN4184E4403","NO","A",2011,"NO","0"
19,"1kmN4184E4406","NO","A",2011,"NO","0"
13,"1kmN4184E4407","NO","A",2011,"NO","0"
2,"1kmN4184E4414","NO","A",2011,"NO","0"
3,"1kmN4184E4415","NO","A",2011,"NO","0"
10,"1kmN4184E4416","NO","A",2011,"NO","0"
6,"1kmN4184E4417","NO","A",2011,"NO","0"
1,"1kmN4184E4419","NO","A",2011,"NO","0"
19,"1kmN4184E4420","NO","A",2011,"NO","0"
4,"1kmN4184E4421","NO","A",2011,"NO","0"
19,"1kmN4184E4422","NO","A",2011,"NO","0"
35,"1kmN4184E4423","NO","A",2011,"NO","0"
18,"1kmN4184E4424","NO","A",2011,"NO","0"
9,"1kmN4184E4447","NO","A",2011,"NO","0"
17,"1kmN4185E4043","NO","A",2011,"NO","0"
43,"1kmN4185E4044","NO","A",2011,"NO","0"
2,"1kmN4185E4045","NO","A",2011,"NO","0"
29,"1kmN4185E4046","NO","A",2011,"NO","0"
21,"1kmN4185E4047","NO","A",2011,"NO","0"
54,"1kmN4185E4049","NO","A",2011,"NO","0"
70,"1kmN4185E4050","NO","A",2011,"NO","0"
22,"1kmN4185E4053","NO","A",2011,"NO","0"
29,"1kmN4185E4054","NO","A",2011,"NO","0"
27,"1kmN4185E4058","NO","A",2011,"NO","0"
25,"1kmN4185E4059","NO","A",2011,"NO","0"
13,"1kmN4185E4060","NO","A",2011,"NO","0"
26,"1kmN4185E4061","NO","A",2011,"NO","0"
3,"1kmN4185E4063","NO","A",2011,"NO","0"
27,"1kmN4185E4064","NO","A",2011,"NO","0"
28,"1kmN4185E4065","NO","A",2011,"NO","0"
10,"1kmN4185E4069","NO","A",2011,"NO","0"
4,"1kmN4185E4077","NO","A",2011,"NO","0"
17,"1kmN4185E4078","NO","A",2011,"NO","0"
10,"1kmN4185E4079","NO","A",2011,"NO","0"
10,"1kmN4185E4080","NO","A",2011,"NO","0"
2,"1kmN4185E4081","NO","A",2011,"NO","0"
2,"1kmN4185E4108","NO","A",2011,"NO","0"
4,"1kmN4185E4128","NO","A",2011,"NO","0"
14,"1kmN4185E4129","NO","A",2011,"NO","0"
4,"1kmN4185E4164","NO","A",2011,"NO","0"
10,"1kmN4185E4253","NO","A",2011,"NO","0"
10,"1kmN4185E4254","NO","A",2011,"NO","0"
1,"1kmN4185E4256","NO","A",2011,"NO","0"
15,"1kmN4185E4257","NO","A",2011,"NO","0"
4,"1kmN4185E4258","NO","A",2011,"NO","0"
2,"1kmN4185E4292","NO","A",2011,"NO","0"
3,"1kmN4185E4300","NO","A",2011,"NO","0"
10,"1kmN4185E4301","NO","A",2011,"NO","0"
12,"1kmN4185E4302","NO","A",2011,"NO","0"
50,"1kmN4185E4332","NO","A",2011,"NO","0"
11,"1kmN4185E4333","NO","A",2011,"NO","0"
149,"1kmN4185E4334","NO","A",2011,"NO","0"
39,"1kmN4185E4335","NO","A",2011,"NO","0"
31,"1kmN4185E4336","NO","A",2011,"NO","0"
28,"1kmN4185E4337","NO","A",2011,"NO","0"
18,"1kmN4185E4338","NO","A",2011,"NO","0"
16,"1kmN4185E4339","NO","A",2011,"NO","0"
27,"1kmN4185E4340","NO","A",2011,"NO","0"
2,"1kmN4185E4343","NO","A",2011,"NO","0"
8,"1kmN4185E4344","NO","A",2011,"NO","0"
4,"1kmN4185E4346","NO","A",2011,"NO","0"
9,"1kmN4185E4350","NO","A",2011,"NO","0"
2,"1kmN4185E4351","NO","A",2011,"NO","0"
22,"1kmN4185E4352","NO","A",2011,"NO","0"
23,"1kmN4185E4353","NO","A",2011,"NO","0"
38,"1kmN4185E4354","NO","A",2011,"NO","0"
23,"1kmN4185E4355","NO","A",2011,"NO","0"
21,"1kmN4185E4356","NO","A",2011,"NO","0"
785,"1kmN4185E4357","NO","A",2011,"NO","0"
1723,"1kmN4185E4358","NO","A",2011,"NO","0"
609,"1kmN4185E4359","NO","A",2011,"NO","0"
22,"1kmN4185E4360","NO","A",2011,"NO","0"
9,"1kmN4185E4367","NO","A",2011,"NO","0"
2,"1kmN4185E4368","NO","A",2011,"NO","0"
8,"1kmN4185E4369","NO","A",2011,"NO","0"
19,"1kmN4185E4370","NO","A",2011,"NO","0"
41,"1kmN4185E4371","NO","A",2011,"NO","0"
224,"1kmN4185E4372","NO","A",2011,"NO","0"
2,"1kmN4185E4373","NO","A",2011,"NO","0"
2,"1kmN4185E4379","NO","A",2011,"NO","0"
242,"1kmN4185E4380","NO","A",2011,"NO","0"
30,"1kmN4185E4381","NO","A",2011,"NO","0"
466,"1kmN4185E4382","NO","A",2011,"NO","0"
284,"1kmN4185E4383","NO","A",2011,"NO","0"
144,"1kmN4185E4384","NO","A",2011,"NO","0"
5,"1kmN4185E4385","NO","A",2011,"NO","0"
43,"1kmN4185E4386","NO","A",2011,"NO","0"
36,"1kmN4185E4387","NO","A",2011,"NO","0"
7,"1kmN4185E4388","NO","A",2011,"NO","0"
23,"1kmN4185E4389","NO","A",2011,"NO","0"
51,"1kmN4185E4390","NO","A",2011,"NO","0"
66,"1kmN4185E4391","NO","A",2011,"NO","0"
29,"1kmN4185E4392","NO","A",2011,"NO","0"
4,"1kmN4185E4393","NO","A",2011,"NO","0"
6,"1kmN4185E4394","NO","A",2011,"NO","0"
14,"1kmN4185E4395","NO","A",2011,"NO","0"
13,"1kmN4185E4397","NO","A",2011,"NO","0"
8,"1kmN4185E4405","NO","A",2011,"NO","0"
4,"1kmN4185E4406","NO","A",2011,"NO","0"
21,"1kmN4185E4414","NO","A",2011,"NO","0"
3,"1kmN4185E4416","NO","A",2011,"NO","0"
1,"1kmN4185E4420","NO","A",2011,"NO","0"
15,"1kmN4185E4423","NO","A",2011,"NO","0"
7,"1kmN4185E4424","NO","A",2011,"NO","0"
3,"1kmN4186E4033","NO","A",2011,"NO","0"
82,"1kmN4186E4043","NO","A",2011,"NO","0"
23,"1kmN4186E4044","NO","A",2011,"NO","0"
24,"1kmN4186E4045","NO","A",2011,"NO","0"
3,"1kmN4186E4046","NO","A",2011,"NO","0"
32,"1kmN4186E4048","NO","A",2011,"NO","0"
60,"1kmN4186E4049","NO","A",2011,"NO","0"
10,"1kmN4186E4053","NO","A",2011,"NO","0"
24,"1kmN4186E4056","NO","A",2011,"NO","0"
2,"1kmN4186E4057","NO","A",2011,"NO","0"
18,"1kmN4186E4058","NO","A",2011,"NO","0"
38,"1kmN4186E4059","NO","A",2011,"NO","0"
7,"1kmN4186E4060","NO","A",2011,"NO","0"
6,"1kmN4186E4061","NO","A",2011,"NO","0"
24,"1kmN4186E4062","NO","A",2011,"NO","0"
20,"1kmN4186E4063","NO","A",2011,"NO","0"
22,"1kmN4186E4064","NO","A",2011,"NO","0"
104,"1kmN4186E4065","NO","A",2011,"NO","0"
2,"1kmN4186E4070","NO","A",2011,"NO","0"
1,"1kmN4186E4076","NO","A",2011,"NO","0"
4,"1kmN4186E4077","NO","A",2011,"NO","0"
1,"1kmN4186E4086","NO","A",2011,"NO","0"
2,"1kmN4186E4108","NO","A",2011,"NO","0"
1,"1kmN4186E4252","NO","A",2011,"NO","0"
7,"1kmN4186E4253","NO","A",2011,"NO","0"
2,"1kmN4186E4257","NO","A",2011,"NO","0"
4,"1kmN4186E4266","NO","A",2011,"NO","0"
10,"1kmN4186E4298","NO","A",2011,"NO","0"
6,"1kmN4186E4299","NO","A",2011,"NO","0"
29,"1kmN4186E4300","NO","A",2011,"NO","0"
42,"1kmN4186E4301","NO","A",2011,"NO","0"
9,"1kmN4186E4331","NO","A",2011,"NO","0"
10,"1kmN4186E4332","NO","A",2011,"NO","0"
8,"1kmN4186E4333","NO","A",2011,"NO","0"
64,"1kmN4186E4334","NO","A",2011,"NO","0"
14,"1kmN4186E4335","NO","A",2011,"NO","0"
11,"1kmN4186E4336","NO","A",2011,"NO","0"
41,"1kmN4186E4337","NO","A",2011,"NO","0"
23,"1kmN4186E4338","NO","A",2011,"NO","0"
5,"1kmN4186E4340","NO","A",2011,"NO","0"
20,"1kmN4186E4351","NO","A",2011,"NO","0"
37,"1kmN4186E4352","NO","A",2011,"NO","0"
13,"1kmN4186E4353","NO","A",2011,"NO","0"
6,"1kmN4186E4354","NO","A",2011,"NO","0"
310,"1kmN4186E4355","NO","A",2011,"NO","0"
153,"1kmN4186E4356","NO","A",2011,"NO","0"
1264,"1kmN4186E4357","NO","A",2011,"NO","0"
1570,"1kmN4186E4358","NO","A",2011,"NO","0"
485,"1kmN4186E4359","NO","A",2011,"NO","0"
13,"1kmN4186E4364","NO","A",2011,"NO","0"
51,"1kmN4186E4365","NO","A",2011,"NO","0"
33,"1kmN4186E4366","NO","A",2011,"NO","0"
24,"1kmN4186E4367","NO","A",2011,"NO","0"
83,"1kmN4186E4368","NO","A",2011,"NO","0"
33,"1kmN4186E4369","NO","A",2011,"NO","0"
16,"1kmN4186E4370","NO","A",2011,"NO","0"
25,"1kmN4186E4371","NO","A",2011,"NO","0"
146,"1kmN4186E4372","NO","A",2011,"NO","0"
9,"1kmN4186E4373","NO","A",2011,"NO","0"
795,"1kmN4186E4380","NO","A",2011,"NO","0"
597,"1kmN4186E4381","NO","A",2011,"NO","0"
1877,"1kmN4186E4382","NO","A",2011,"NO","0"
216,"1kmN4186E4383","NO","A",2011,"NO","0"
104,"1kmN4186E4384","NO","A",2011,"NO","0"
17,"1kmN4186E4385","NO","A",2011,"NO","0"
13,"1kmN4186E4386","NO","A",2011,"NO","0"
236,"1kmN4186E4387","NO","A",2011,"NO","0"
507,"1kmN4186E4388","NO","A",2011,"NO","0"
23,"1kmN4186E4389","NO","A",2011,"NO","0"
44,"1kmN4186E4390","NO","A",2011,"NO","0"
35,"1kmN4186E4391","NO","A",2011,"NO","0"
22,"1kmN4186E4392","NO","A",2011,"NO","0"
6,"1kmN4186E4393","NO","A",2011,"NO","0"
41,"1kmN4186E4394","NO","A",2011,"NO","0"
16,"1kmN4186E4395","NO","A",2011,"NO","0"
5,"1kmN4186E4396","NO","A",2011,"NO","0"
6,"1kmN4186E4397","NO","A",2011,"NO","0"
20,"1kmN4186E4401","NO","A",2011,"NO","0"
11,"1kmN4186E4402","NO","A",2011,"NO","0"
2,"1kmN4186E4403","NO","A",2011,"NO","0"
3,"1kmN4186E4404","NO","A",2011,"NO","0"
6,"1kmN4186E4405","NO","A",2011,"NO","0"
13,"1kmN4186E4414","NO","A",2011,"NO","0"
1,"1kmN4186E4415","NO","A",2011,"NO","0"
15,"1kmN4187E4033","NO","A",2011,"NO","0"
4,"1kmN4187E4041","NO","A",2011,"NO","0"
2,"1kmN4187E4042","NO","A",2011,"NO","0"
359,"1kmN4187E4043","NO","A",2011,"NO","0"
5,"1kmN4187E4044","NO","A",2011,"NO","0"
4,"1kmN4187E4046","NO","A",2011,"NO","0"
73,"1kmN4187E4047","NO","A",2011,"NO","0"
10,"1kmN4187E4048","NO","A",2011,"NO","0"
35,"1kmN4187E4049","NO","A",2011,"NO","0"
7,"1kmN4187E4055","NO","A",2011,"NO","0"
24,"1kmN4187E4056","NO","A",2011,"NO","0"
8,"1kmN4187E4057","NO","A",2011,"NO","0"
24,"1kmN4187E4058","NO","A",2011,"NO","0"
51,"1kmN4187E4059","NO","A",2011,"NO","0"
12,"1kmN4187E4061","NO","A",2011,"NO","0"
37,"1kmN4187E4062","NO","A",2011,"NO","0"
34,"1kmN4187E4064","NO","A",2011,"NO","0"
4,"1kmN4187E4069","NO","A",2011,"NO","0"
4,"1kmN4187E4070","NO","A",2011,"NO","0"
4,"1kmN4187E4081","NO","A",2011,"NO","0"
28,"1kmN4187E4082","NO","A",2011,"NO","0"
16,"1kmN4187E4091","NO","A",2011,"NO","0"
8,"1kmN4187E4109","NO","A",2011,"NO","0"
55,"1kmN4187E4110","NO","A",2011,"NO","0"
6,"1kmN4187E4111","NO","A",2011,"NO","0"
4,"1kmN4187E4124","NO","A",2011,"NO","0"
2,"1kmN4187E4129","NO","A",2011,"NO","0"
4,"1kmN4187E4252","NO","A",2011,"NO","0"
3,"1kmN4187E4265","NO","A",2011,"NO","0"
1,"1kmN4187E4266","NO","A",2011,"NO","0"
2,"1kmN4187E4268","NO","A",2011,"NO","0"
12,"1kmN4187E4269","NO","A",2011,"NO","0"
5,"1kmN4187E4273","NO","A",2011,"NO","0"
1,"1kmN4187E4297","NO","A",2011,"NO","0"
12,"1kmN4187E4298","NO","A",2011,"NO","0"
2,"1kmN4187E4299","NO","A",2011,"NO","0"
18,"1kmN4187E4300","NO","A",2011,"NO","0"
7,"1kmN4187E4301","NO","A",2011,"NO","0"
4,"1kmN4187E4302","NO","A",2011,"NO","0"
3,"1kmN4187E4303","NO","A",2011,"NO","0"
6,"1kmN4187E4305","NO","A",2011,"NO","0"
1,"1kmN4187E4327","NO","A",2011,"NO","0"
63,"1kmN4187E4328","NO","A",2011,"NO","0"
19,"1kmN4187E4329","NO","A",2011,"NO","0"
9,"1kmN4187E4330","NO","A",2011,"NO","0"
28,"1kmN4187E4331","NO","A",2011,"NO","0"
5,"1kmN4187E4332","NO","A",2011,"NO","0"
1,"1kmN4187E4333","NO","A",2011,"NO","0"
16,"1kmN4187E4334","NO","A",2011,"NO","0"
20,"1kmN4187E4335","NO","A",2011,"NO","0"
14,"1kmN4187E4336","NO","A",2011,"NO","0"
14,"1kmN4187E4337","NO","A",2011,"NO","0"
8,"1kmN4187E4342","NO","A",2011,"NO","0"
1,"1kmN4187E4347","NO","A",2011,"NO","0"
9,"1kmN4187E4351","NO","A",2011,"NO","0"
12,"1kmN4187E4352","NO","A",2011,"NO","0"
21,"1kmN4187E4353","NO","A",2011,"NO","0"
6,"1kmN4187E4354","NO","A",2011,"NO","0"
915,"1kmN4187E4355","NO","A",2011,"NO","0"
868,"1kmN4187E4356","NO","A",2011,"NO","0"
356,"1kmN4187E4357","NO","A",2011,"NO","0"
1423,"1kmN4187E4358","NO","A",2011,"NO","0"
726,"1kmN4187E4359","NO","A",2011,"NO","0"
6,"1kmN4187E4362","NO","A",2011,"NO","0"
21,"1kmN4187E4363","NO","A",2011,"NO","0"
9,"1kmN4187E4364","NO","A",2011,"NO","0"
49,"1kmN4187E4365","NO","A",2011,"NO","0"
8,"1kmN4187E4366","NO","A",2011,"NO","0"
59,"1kmN4187E4367","NO","A",2011,"NO","0"
32,"1kmN4187E4368","NO","A",2011,"NO","0"
57,"1kmN4187E4369","NO","A",2011,"NO","0"
38,"1kmN4187E4370","NO","A",2011,"NO","0"
21,"1kmN4187E4371","NO","A",2011,"NO","0"
60,"1kmN4187E4372","NO","A",2011,"NO","0"
20,"1kmN4187E4373","NO","A",2011,"NO","0"
4,"1kmN4187E4380","NO","A",2011,"NO","0"
689,"1kmN4187E4381","NO","A",2011,"NO","0"
767,"1kmN4187E4382","NO","A",2011,"NO","0"
64,"1kmN4187E4383","NO","A",2011,"NO","0"
98,"1kmN4187E4384","NO","A",2011,"NO","0"
25,"1kmN4187E4385","NO","A",2011,"NO","0"
84,"1kmN4187E4386","NO","A",2011,"NO","0"
22,"1kmN4187E4387","NO","A",2011,"NO","0"
119,"1kmN4187E4388","NO","A",2011,"NO","0"
96,"1kmN4187E4389","NO","A",2011,"NO","0"
7,"1kmN4187E4390","NO","A",2011,"NO","0"
15,"1kmN4187E4391","NO","A",2011,"NO","0"
7,"1kmN4187E4392","NO","A",2011,"NO","0"
19,"1kmN4187E4393","NO","A",2011,"NO","0"
12,"1kmN4187E4394","NO","A",2011,"NO","0"
13,"1kmN4187E4395","NO","A",2011,"NO","0"
11,"1kmN4187E4397","NO","A",2011,"NO","0"
15,"1kmN4187E4398","NO","A",2011,"NO","0"
1,"1kmN4187E4399","NO","A",2011,"NO","0"
5,"1kmN4187E4401","NO","A",2011,"NO","0"
2,"1kmN4187E4404","NO","A",2011,"NO","0"
16,"1kmN4187E4414","NO","A",2011,"NO","0"
69,"1kmN4188E4041","NO","A",2011,"NO","0"
12,"1kmN4188E4042","NO","A",2011,"NO","0"
72,"1kmN4188E4043","NO","A",2011,"NO","0"
14,"1kmN4188E4044","NO","A",2011,"NO","0"
4,"1kmN4188E4045","NO","A",2011,"NO","0"
98,"1kmN4188E4046","NO","A",2011,"NO","0"
14,"1kmN4188E4047","NO","A",2011,"NO","0"
6,"1kmN4188E4048","NO","A",2011,"NO","0"
49,"1kmN4188E4049","NO","A",2011,"NO","0"
3,"1kmN4188E4054","NO","A",2011,"NO","0"
21,"1kmN4188E4059","NO","A",2011,"NO","0"
23,"1kmN4188E4061","NO","A",2011,"NO","0"
4,"1kmN4188E4062","NO","A",2011,"NO","0"
3,"1kmN4188E4069","NO","A",2011,"NO","0"
38,"1kmN4188E4082","NO","A",2011,"NO","0"
82,"1kmN4188E4091","NO","A",2011,"NO","0"
18,"1kmN4188E4092","NO","A",2011,"NO","0"
2,"1kmN4188E4128","NO","A",2011,"NO","0"
9,"1kmN4188E4129","NO","A",2011,"NO","0"
4,"1kmN4188E4250","NO","A",2011,"NO","0"
1,"1kmN4188E4255","NO","A",2011,"NO","0"
1,"1kmN4188E4256","NO","A",2011,"NO","0"
1,"1kmN4188E4258","NO","A",2011,"NO","0"
1,"1kmN4188E4269","NO","A",2011,"NO","0"
4,"1kmN4188E4270","NO","A",2011,"NO","0"
5,"1kmN4188E4295","NO","A",2011,"NO","0"
13,"1kmN4188E4296","NO","A",2011,"NO","0"
19,"1kmN4188E4297","NO","A",2011,"NO","0"
14,"1kmN4188E4298","NO","A",2011,"NO","0"
12,"1kmN4188E4299","NO","A",2011,"NO","0"
20,"1kmN4188E4301","NO","A",2011,"NO","0"
14,"1kmN4188E4302","NO","A",2011,"NO","0"
16,"1kmN4188E4303","NO","A",2011,"NO","0"
21,"1kmN4188E4304","NO","A",2011,"NO","0"
31,"1kmN4188E4305","NO","A",2011,"NO","0"
6,"1kmN4188E4306","NO","A",2011,"NO","0"
23,"1kmN4188E4326","NO","A",2011,"NO","0"
100,"1kmN4188E4327","NO","A",2011,"NO","0"
19,"1kmN4188E4328","NO","A",2011,"NO","0"
4,"1kmN4188E4329","NO","A",2011,"NO","0"
6,"1kmN4188E4330","NO","A",2011,"NO","0"
10,"1kmN4188E4331","NO","A",2011,"NO","0"
6,"1kmN4188E4332","NO","A",2011,"NO","0"
32,"1kmN4188E4333","NO","A",2011,"NO","0"
67,"1kmN4188E4334","NO","A",2011,"NO","0"
5,"1kmN4188E4335","NO","A",2011,"NO","0"
3,"1kmN4188E4342","NO","A",2011,"NO","0"
8,"1kmN4188E4350","NO","A",2011,"NO","0"
82,"1kmN4188E4351","NO","A",2011,"NO","0"
77,"1kmN4188E4352","NO","A",2011,"NO","0"
113,"1kmN4188E4353","NO","A",2011,"NO","0"
34,"1kmN4188E4354","NO","A",2011,"NO","0"
809,"1kmN4188E4355","NO","A",2011,"NO","0"
355,"1kmN4188E4356","NO","A",2011,"NO","0"
710,"1kmN4188E4357","NO","A",2011,"NO","0"
2615,"1kmN4188E4358","NO","A",2011,"NO","0"
11,"1kmN4188E4361","NO","A",2011,"NO","0"
47,"1kmN4188E4362","NO","A",2011,"NO","0"
40,"1kmN4188E4363","NO","A",2011,"NO","0"
6,"1kmN4188E4364","NO","A",2011,"NO","0"
18,"1kmN4188E4365","NO","A",2011,"NO","0"
3,"1kmN4188E4366","NO","A",2011,"NO","0"
71,"1kmN4188E4367","NO","A",2011,"NO","0"
154,"1kmN4188E4368","NO","A",2011,"NO","0"
46,"1kmN4188E4369","NO","A",2011,"NO","0"
28,"1kmN4188E4370","NO","A",2011,"NO","0"
38,"1kmN4188E4371","NO","A",2011,"NO","0"
2,"1kmN4188E4372","NO","A",2011,"NO","0"
5,"1kmN4188E4373","NO","A",2011,"NO","0"
174,"1kmN4188E4377","NO","A",2011,"NO","0"
1006,"1kmN4188E4378","NO","A",2011,"NO","0"
1782,"1kmN4188E4379","NO","A",2011,"NO","0"
